,Area of Responsibility,Year,Drug Type,Count of Event,Sum Qty (kg),Sum Qty (lbs),FY,Month (abbv),Component,Region,Land Filter,Month,Date
22639,ATLANTA FIELD OFFICE,2023,Marijuana,2,0.021000024956681834,0.0462970750199999,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22640,ATLANTA FIELD OFFICE,2023,Methamphetamine,1,0.022760027048289503,0.0501772108312,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22641,ATLANTA FIELD OFFICE,2023,Other Drugs**,1,0.5020005965835382,1.10672055524,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22642,BALTIMORE FIELD OFFICE,2023,Cocaine,1,3.0000035652402683,6.61386786,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22643,BALTIMORE FIELD OFFICE,2023,Ketamine,1,7.230008592229047,15.9394215426,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22644,BALTIMORE FIELD OFFICE,2023,Khat (Catha Edulis),1,389.88046333862525,859.5382670856,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22645,BALTIMORE FIELD OFFICE,2023,Marijuana,32,68.34869122640556,150.6828916515582,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22646,BALTIMORE FIELD OFFICE,2023,Other Drugs**,40,25.798830659640213,56.876618048856,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22647,CHICAGO FIELD OFFICE,2023,Cocaine,20,23.533437967420333,51.88228801173421,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22648,CHICAGO FIELD OFFICE,2023,Ecstasy,33,15.243498115556243,33.6061208155176,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22649,CHICAGO FIELD OFFICE,2023,Fentanyl,1,0.06750008021790604,0.14881202685,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22650,CHICAGO FIELD OFFICE,2023,Heroin,10,1.1796814019475468,2.6007492123616003,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22651,CHICAGO FIELD OFFICE,2023,Ketamine,42,61.688883311809846,136.0005459268822,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22652,CHICAGO FIELD OFFICE,2023,Khat (Catha Edulis),2,15.850018836352753,34.943268527,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22653,CHICAGO FIELD OFFICE,2023,Lsd,5,0.005900007011639149,0.0130072734579999,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22654,CHICAGO FIELD OFFICE,2023,Marijuana,466,1508.7079329666278,3326.127683176887,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22655,CHICAGO FIELD OFFICE,2023,Methamphetamine,35,196.1277230805417,432.3871008578238,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22656,CHICAGO FIELD OFFICE,2023,Other Drugs**,216,269.2094499317436,593.5045375085206,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22657,HOUSTON FIELD OFFICE,2023,Cocaine,1,0.0004000004753653691,0.000881849048,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22658,HOUSTON FIELD OFFICE,2023,Khat (Catha Edulis),1,7.990009495423248,17.6149347338,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22659,HOUSTON FIELD OFFICE,2023,Marijuana,20,45.031883516431236,99.27819103799462,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22660,HOUSTON FIELD OFFICE,2023,Methamphetamine,1,3.4400040881421745,7.5839018128,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22661,HOUSTON FIELD OFFICE,2023,Other Drugs**,20,20.849174777409715,45.964507697773,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22662,LOS ANGELES FIELD OFFICE,2023,Cocaine,10,4.877305796248787,10.752605904526,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22663,LOS ANGELES FIELD OFFICE,2023,Ecstasy,2,2.0125023916820135,4.43680302275,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22664,LOS ANGELES FIELD OFFICE,2023,Ketamine,4,7.320008699186254,16.1378375784,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22665,LOS ANGELES FIELD OFFICE,2023,Lsd,1,0.003100003684081611,0.006834330122,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22666,LOS ANGELES FIELD OFFICE,2023,Marijuana,56,751.3799829489961,1656.5073380090157,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22667,LOS ANGELES FIELD OFFICE,2023,Methamphetamine,23,1015.1414064062396,2238.001047391324,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22668,LOS ANGELES FIELD OFFICE,2023,Other Drugs**,178,172.26139471751043,379.7709160221178,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22669,MIAMI FIELD OFFICE,2023,Cocaine,19,13.110155580266351,28.9029111953668,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22670,MIAMI FIELD OFFICE,2023,Ecstasy,15,3.9579547036809064,8.725786098829,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22671,MIAMI FIELD OFFICE,2023,Fentanyl,1,2.0000023768268456,4.40924524,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22672,MIAMI FIELD OFFICE,2023,Ketamine,19,192.69133899670157,424.8111797789082,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22673,MIAMI FIELD OFFICE,2023,Lsd,2,0.0034500041000263084,0.007605948039,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22674,MIAMI FIELD OFFICE,2023,Marijuana,100,113.89260535134011,251.0899156096714,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22675,MIAMI FIELD OFFICE,2023,Methamphetamine,6,6.513477740695177,14.3597432966914,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22676,MIAMI FIELD OFFICE,2023,Other Drugs**,583,210.03185960438455,463.0404383210182,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22677,NEW ORLEANS FIELD OFFICE,2023,Cocaine,5,5.022805969162941,11.073378495736002,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22678,NEW ORLEANS FIELD OFFICE,2023,Ecstasy,3,3.7273044295733513,8.217289891526,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22679,NEW ORLEANS FIELD OFFICE,2023,Fentanyl,1,0.34120040548665986,0.752217237944,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22680,NEW ORLEANS FIELD OFFICE,2023,Ketamine,8,21.746125843357134,47.941943956782,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22681,NEW ORLEANS FIELD OFFICE,2023,Marijuana,87,209.566279051083,462.0140101215986,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22682,NEW ORLEANS FIELD OFFICE,2023,Methamphetamine,8,33.29793957167131,73.409303538498,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22683,NEW ORLEANS FIELD OFFICE,2023,Other Drugs**,120,88.42855508955694,194.951361121539,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22684,NEW YORK FIELD OFFICE,2023,Cocaine,7,8.557510169847864,18.86605807065,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22685,NEW YORK FIELD OFFICE,2023,Ecstasy,20,8.163809701969502,17.998098145156,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22686,NEW YORK FIELD OFFICE,2023,Heroin,3,10.003511888293675,22.05394237917,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22687,NEW YORK FIELD OFFICE,2023,Ketamine,27,70.98712436195117,156.4996341108448,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22688,NEW YORK FIELD OFFICE,2023,Khat (Catha Edulis),8,2261.302687359273,4985.313130606,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22689,NEW YORK FIELD OFFICE,2023,Lsd,16,0.03480004135678712,0.076720867176,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22690,NEW YORK FIELD OFFICE,2023,Marijuana,148,333.71699659328686,735.719165029492,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22691,NEW YORK FIELD OFFICE,2023,Methamphetamine,8,5.350506358606019,11.79583332831,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22692,NEW YORK FIELD OFFICE,2023,Other Drugs**,454,732.0636699932578,1613.922208140536,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22693,PRECLEARANCE FIELD OFFICE,2023,Marijuana,39,1.3570016126770146,2.99167289534,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22694,PRECLEARANCE FIELD OFFICE,2023,Other Drugs**,13,0.2093302487705818,0.4614936530446,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22695,SAN FRANCISCO FIELD OFFICE,2023,Cocaine,4,8.849310516626902,19.509366951166,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22696,SAN FRANCISCO FIELD OFFICE,2023,Ecstasy,1,0.0006000007130480537,0.001322773572,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22697,SAN FRANCISCO FIELD OFFICE,2023,Heroin,1,0.0795000944788671,0.17526749829,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22698,SAN FRANCISCO FIELD OFFICE,2023,Khat (Catha Edulis),1,3.550004218867651,7.826410301,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22699,SAN FRANCISCO FIELD OFFICE,2023,Marijuana,42,105.55587544387015,232.710594121065,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22700,SAN FRANCISCO FIELD OFFICE,2023,Methamphetamine,28,139.82726617240252,308.26598754900203,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22701,SAN FRANCISCO FIELD OFFICE,2023,Other Drugs**,11,2.5779630636822675,5.6834289294552,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22702,SAN JUAN FIELD OFFICE,2023,Cocaine,13,52.008361807361815,114.658674607746,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22703,SAN JUAN FIELD OFFICE,2023,Marijuana,68,46.157344853942995,101.7594056118998,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22704,SAN JUAN FIELD OFFICE,2023,Other Drugs**,4,1.3788016385844273,3.039733668456,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22705,TAMPA FIELD OFFICE,2023,Cocaine,1,0.012300014617485101,0.027116858226,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22706,TAMPA FIELD OFFICE,2023,Ecstasy,1,0.00020000023768268455,0.000440924524,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22707,TAMPA FIELD OFFICE,2023,Marijuana,14,62.46982423988941,137.722223915745,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22708,TAMPA FIELD OFFICE,2023,Methamphetamine,2,2.8907934354536384,6.3731010236698,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22709,TAMPA FIELD OFFICE,2023,Other Drugs**,15,1.1557613735206977,2.5480146392912,2023.0,FEB,Office of Field Operations,Coastal/Interior,Other,2.0,2023-02
22710,BOSTON FIELD OFFICE,2023,Marijuana,13,0.20561024434968384,0.4532924568981999,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22711,BOSTON FIELD OFFICE,2023,Other Drugs**,2,0.00015000017826201343,0.000330693393,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22712,BUFFALO FIELD OFFICE,2023,Cocaine,1,0.030100035771244024,0.066359140862,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22713,BUFFALO FIELD OFFICE,2023,Ecstasy,3,0.3559004229563372,0.784625190458,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22714,BUFFALO FIELD OFFICE,2023,Ketamine,1,0.012100014379802416,0.026675933702,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22715,BUFFALO FIELD OFFICE,2023,Marijuana,51,2.861543400692546,6.3086158120348,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22716,BUFFALO FIELD OFFICE,2023,Other Drugs**,8,0.6998108316635975,1.5428169557022,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22717,DETROIT FIELD OFFICE,2023,Cocaine,3,0.030370036092115648,0.0669543889694,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22718,DETROIT FIELD OFFICE,2023,Ecstasy,2,0.005650006714535839,0.012456117803,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22719,DETROIT FIELD OFFICE,2023,Marijuana,69,4.824975734059112,10.6372380028214,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22720,DETROIT FIELD OFFICE,2023,Methamphetamine,2,0.00868001031542851,0.0191361243416,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22721,DETROIT FIELD OFFICE,2023,Other Drugs**,40,1.5648218596530923,3.4498375682284,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22722,SEATTLE FIELD OFFICE,2023,Cocaine,2,0.003070003648429208,0.0067681914434,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22723,SEATTLE FIELD OFFICE,2023,Ecstasy,2,0.0046200054904700135,0.0101853565044,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22724,SEATTLE FIELD OFFICE,2023,Lsd,1,0.005980007106712268,0.0131836432676,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22725,SEATTLE FIELD OFFICE,2023,Marijuana,69,2.1979426120613983,4.8456282414028,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22726,SEATTLE FIELD OFFICE,2023,Other Drugs**,13,0.7575009002231677,1.67000163465,2023.0,FEB,Office of Field Operations,Northern Border,Land Only,2.0,2023-02
22727,BOSTON FIELD OFFICE,2023,Marijuana,4,49.091658341116386,108.228451811992,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22728,BOSTON FIELD OFFICE,2023,Methamphetamine,1,0.09411011184158723,0.2074770347682,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22729,BOSTON FIELD OFFICE,2023,Other Drugs**,4,3.2425038534305237,7.14848884535,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22730,BUFFALO FIELD OFFICE,2023,Ecstasy,1,0.0015000017826201342,0.00330693393,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22731,BUFFALO FIELD OFFICE,2023,Lsd,1,0.0005000005942067114,0.00110231131,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22732,BUFFALO FIELD OFFICE,2023,Marijuana,2,0.6020007154248805,1.32718281724,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22733,BUFFALO FIELD OFFICE,2023,Other Drugs**,2,2.097702492934837,4.624636869974,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22734,DETROIT FIELD OFFICE,2023,Fentanyl,1,0.23372027775598517,0.5152643987464,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22735,DETROIT FIELD OFFICE,2023,Marijuana,5,0.30557036314348957,0.6736665339933999,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22736,DETROIT FIELD OFFICE,2023,Other Drugs**,9,0.7245308610411773,1.5973152268686,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22737,PORTLAND FIELD OFFICE,2023,Khat (Catha Edulis),1,0.3058903635237819,0.6743720132318,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22738,PORTLAND FIELD OFFICE,2023,Marijuana,4,103.45512294731066,228.0792331521,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22739,PORTLAND FIELD OFFICE,2023,Other Drugs**,1,0.08323009891164918,0.1834907406626,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22740,SEATTLE FIELD OFFICE,2023,Cocaine,1,12079.014354845733,26629.63662698,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22741,SEATTLE FIELD OFFICE,2023,Marijuana,3,0.2016502396435667,0.444562151323,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22742,SEATTLE FIELD OFFICE,2023,Other Drugs**,4,1.4086816740942203,3.1056077923416,2023.0,FEB,Office of Field Operations,Northern Border,Other,2.0,2023-02
22743,EL PASO FIELD OFFICE,2023,Cocaine,12,102.41262170838965,225.78091407075,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22744,EL PASO FIELD OFFICE,2023,Fentanyl,13,21.652675732299905,47.73592197294301,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22745,EL PASO FIELD OFFICE,2023,Heroin,1,0.0005000005942067114,0.00110231131,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22746,EL PASO FIELD OFFICE,2023,Marijuana,66,165.60731680972432,365.1012027850544,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22747,EL PASO FIELD OFFICE,2023,Methamphetamine,9,100.35141925883191,221.236745926406,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22748,EL PASO FIELD OFFICE,2023,Other Drugs**,12,0.5414106434189113,1.1936047326942,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22749,LAREDO FIELD OFFICE,2023,Cocaine,17,269.25103998116975,593.5962277632864,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22750,LAREDO FIELD OFFICE,2023,Fentanyl,3,0.008530010137166496,0.0188054309486,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22751,LAREDO FIELD OFFICE,2023,Heroin,1,25.840030708602846,56.9674485008,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22752,LAREDO FIELD OFFICE,2023,Marijuana,15,1.031531225884098,2.2741343712086,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22753,LAREDO FIELD OFFICE,2023,Methamphetamine,13,38.85199617217888,85.653887801109,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22754,LAREDO FIELD OFFICE,2023,Other Drugs**,37,10.939803000993278,24.1181084920498,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22755,SAN DIEGO FIELD OFFICE,2023,Cocaine,25,479.9084703289901,1058.015811856698,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22756,SAN DIEGO FIELD OFFICE,2023,Ecstasy,1,0.02940003493935463,0.064815905028,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22757,SAN DIEGO FIELD OFFICE,2023,Fentanyl,36,322.9024837411899,711.877273705502,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22758,SAN DIEGO FIELD OFFICE,2023,Heroin,6,17.834221194402666,39.317680729604,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22759,SAN DIEGO FIELD OFFICE,2023,Marijuana,41,669.9680361980592,1477.024931962965,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22760,SAN DIEGO FIELD OFFICE,2023,Methamphetamine,64,3578.9631532827966,7890.253746990318,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22761,SAN DIEGO FIELD OFFICE,2023,Other Drugs**,24,5.788606879249939,12.761678498132,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22762,TUCSON FIELD OFFICE,2023,Cocaine,4,4.009124764492022,8.8385966382944,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22763,TUCSON FIELD OFFICE,2023,Fentanyl,32,520.4189284721051,1147.3259780881722,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22764,TUCSON FIELD OFFICE,2023,Marijuana,11,0.24677029326478037,0.5440347239374,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22765,TUCSON FIELD OFFICE,2023,Methamphetamine,12,172.38616486578877,380.0459867864152,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22766,TUCSON FIELD OFFICE,2023,Other Drugs**,6,3.439974088106522,7.5838356741214,2023.0,FEB,Office of Field Operations,Southwest Border,Land Only,2.0,2023-02
22767,EL PASO FIELD OFFICE,2023,Cocaine,1,2.500002971033557,5.51155655,2023.0,FEB,Office of Field Operations,Southwest Border,Other,2.0,2023-02
22768,EL PASO FIELD OFFICE,2023,Marijuana,1,10.180012098048644,22.4430582716,2023.0,FEB,Office of Field Operations,Southwest Border,Other,2.0,2023-02
22769,LAREDO FIELD OFFICE,2023,Methamphetamine,1,20.460024314938632,45.1065788052,2023.0,FEB,Office of Field Operations,Southwest Border,Other,2.0,2023-02
